brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
ford,Focus,2015,Manual,46155,Diesel,20,67.3,1.6,7998
ford,Focus,2015,Manual,37750,Diesel,20,67.3,1.6,8998
ford,Focus,2015,Manual,29850,Petrol,20,60.1,1.0,8570
ford,Fiesta,2017,Manual,22173,Petrol,125,54.3,1.2,7540
ford,Fiesta,2015,Manual,41406,Petrol,125,54.3,1.2,6700
ford,Fiesta,2015,Manual,61292,Petrol,0,65.7,1.0,5991
ford,Fiesta,2014,Manual,43323,Petrol,30,54.3,1.2,6160
ford,Focus,2017,Manual,26041,Diesel,145,67.3,2.0,17000
ford,Fiesta,2018,Manual,5418,Petrol,145,58.9,1.0,12589
ford,Focus,2018,Manual,13339,Diesel,145,67.3,2.0,18838
ford,Edge,2016,Manual,13778,Diesel,200,47.9,2.0,21750
ford,Tourneo Custom,2018,Manual,20874,Diesel,145,44.1,2.0,22995
ford,Focus,2017,Manual,21752,Petrol,145,41.5,2.0,17500
ford,Grand C-MAX,2016,Manual,8000,Diesel,30,64.2,1.5,10857
ford,Kuga,2019,Manual,11963,Diesel,145,54.3,1.5,18300
ford,Grand C-MAX,2016,Manual,33000,Diesel,30,64.2,1.5,11736
ford,Focus,2017,Manual,13076,Petrol,145,60.1,1.0,10468
ford,Fiesta,2017,Manual,12588,Petrol,145,65.7,1.0,10260
ford,C-MAX,2019,Manual,4087,Petrol,145,50.4,1.0,13998
ford,Fiesta,2017,Manual,14073,Petrol,145,65.7,1.0,10498
ford,Fiesta,2019,Manual,13702,Petrol,145,58.9,1.0,13998
ford,Fiesta,2017,Manual,29797,Diesel,0,78.5,1.5,10998
ford,Grand Tourneo Connect,2019,Manual,1144,Diesel,145,61.4,1.5,17998
ford,Fiesta,2015,Manual,28325,Petrol,125,54.3,1.2,7498
ford,EcoSport,2015,Manual,47330,Diesel,30,61.4,1.5,7698
ford,Focus,2018,Manual,15123,Diesel,145,74.3,1.5,13498
ford,Fiesta,2019,Manual,14604,Petrol,145,58.9,1.0,11498
ford,Focus,2015,Manual,22811,Petrol,20,60.1,1.0,8498
ford,C-MAX,2016,Semi-Auto,10434,Diesel,20,64.2,1.5,10998
ford,Fiesta,2019,Manual,16231,Petrol,145,58.9,1.0,13998
ford,EcoSport,2017,Manual,5829,Petrol,125,52.3,1.0,9998
ford,Focus,2019,Automatic,13312,Petrol,145,50.4,1.0,15298
ford,Focus,2019,Manual,11453,Petrol,150,48.7,1.0,17498
ford,Focus,2019,Automatic,13746,Petrol,150,50.4,1.0,15298
ford,Kuga,2017,Automatic,22669,Petrol,235,38.2,1.5,13698
ford,Fiesta,2016,Manual,7519,Petrol,125,54.3,1.2,8498
ford,C-MAX,2017,Manual,13351,Diesel,20,68.9,1.5,11498
ford,Kuga,2019,Manual,5865,Petrol,145,39.2,1.5,19498
ford,EcoSport,2019,Manual,3378,Petrol,145,51.4,1.0,16998
ford,Focus,2019,Automatic,8479,Diesel,145,64.2,2.0,18998
ford,Focus,2019,Automatic,7766,Diesel,145,64.2,2.0,18998
ford,Fiesta,2019,Manual,10576,Petrol,145,58.9,1.0,13998
ford,Focus,2019,Manual,18274,Petrol,145,60.1,1.0,16998
ford,Kuga,2017,Manual,33415,Diesel,125,60.1,2.0,15998
ford,Focus,2016,Manual,25458,Diesel,0,74.3,1.5,10498
ford,EcoSport,2016,Manual,32198,Petrol,125,52.3,1.0,9998
ford,Focus,2017,Manual,27491,Petrol,150,56.5,1.0,13498
ford,Ka+,2019,Manual,7264,Petrol,150,48.7,1.2,9498
ford,Galaxy,2017,Manual,25870,Diesel,125,56.5,2.0,17298
ford,Kuga,2017,Manual,25490,Diesel,145,54.3,2.0,18598
ford,Fiesta,2017,Manual,16914,Petrol,0,65.7,1.0,10398
ford,Kuga,2017,Manual,16798,Diesel,125,60.1,2.0,16798
ford,C-MAX,2017,Manual,22023,Petrol,150,55.4,1.0,11998
ford,Galaxy,2016,Manual,22000,Diesel,125,56.5,2.0,15750
ford,Ka+,2018,Manual,7719,Petrol,150,47.9,1.2,8998
ford,Fiesta,2017,Manual,33465,Petrol,145,65.7,1.0,8698
ford,B-MAX,2013,Manual,26259,Diesel,20,70.6,1.6,6798
ford,Kuga,2013,Manual,49547,Diesel,200,47.9,2.0,9498
ford,Kuga,2019,Manual,13501,Diesel,150,54.3,1.5,18498
ford,Focus,2017,Manual,7095,Petrol,125,51.4,1.5,12998
ford,Kuga,2019,Manual,4234,Petrol,150,39.2,1.5,19998
ford,Grand C-MAX,2017,Manual,31399,Diesel,30,64.2,1.5,10998
ford,Fiesta,2019,Manual,11351,Petrol,145,58.9,1.0,13998
ford,Fiesta,2016,Manual,30390,Petrol,125,54.3,1.2,7998
ford,EcoSport,2015,Manual,6546,Petrol,125,53.3,1.0,8998
ford,Focus,2018,Manual,31925,Diesel,145,67.3,2.0,16998
ford,Fiesta,2013,Manual,48489,Petrol,0,65.7,1.0,4998
ford,Fiesta,2019,Manual,3124,Petrol,145,58.9,1.0,16498
ford,Focus,2017,Automatic,13682,Diesel,145,61.4,2.0,17495
ford,Fiesta,2017,Manual,20965,Petrol,145,65.7,1.0,10250
ford,S-MAX,2017,Manual,36500,Diesel,125,56.5,2.0,16250
ford,Focus,2017,Manual,40500,Diesel,20,67.3,2.0,13850
ford,Focus,2018,Manual,12195,Petrol,145,41.5,2.0,19995
ford,Edge,2016,Manual,28366,Diesel,160,48.7,2.0,17500
ford,Focus,2018,Manual,21500,Diesel,145,74.3,1.5,15250
ford,Fiesta,2018,Manual,6000,Petrol,145,65.7,1.0,11750
ford,Fiesta,2014,Semi-Auto,17030,Petrol,150,47.9,1.6,8498
ford,Focus,2017,Manual,28434,Diesel,145,74.3,1.5,10998
ford,Fiesta,2016,Manual,56459,Petrol,0,65.7,1.0,7798
ford,Kuga,2017,Automatic,12200,Diesel,145,54.3,2.0,17500
ford,Mustang,2018,Automatic,11475,Petrol,145,28.8,2.3,29000
ford,Focus,2017,Manual,27014,Petrol,20,60.1,1.0,9998
ford,Focus,2017,Manual,12705,Petrol,20,60.1,1.0,12498
ford,Focus,2015,Manual,54701,Diesel,20,67.3,1.6,7498
ford,Kuga,2017,Manual,3150,Petrol,150,45.6,1.5,13498
ford,Fiesta,2019,Manual,2269,Petrol,150,48.7,1.1,11998
ford,Kuga,2018,Manual,9668,Diesel,150,64.2,1.5,17498
ford,Tourneo Custom,2016,Manual,25108,Diesel,200,44.8,2.0,16998
ford,Tourneo Custom,2016,Manual,30010,Diesel,235,44.1,2.0,17998
ford,Fiesta,2018,Manual,11340,Petrol,145,62.8,1.0,12995
ford,Ka+,2018,Manual,20245,Petrol,145,57.7,1.2,7300
ford,Focus,2018,Manual,24185,Petrol,145,41.5,2.0,17250
ford,Focus,2019,Automatic,9022,Petrol,145,50.4,1.0,18900
ford,B-MAX,2017,Manual,17500,Petrol,145,57.7,1.0,10250
ford,Ka+,2017,Manual,15901,Petrol,145,57.7,1.2,7300
ford,Focus,2017,Manual,18421,Petrol,145,61.4,1.0,10250
ford,Grand Tourneo Connect,2019,Manual,542,Diesel,145,61.4,1.5,18500
ford,Ka+,2019,Manual,6,Petrol,145,43.5,1.2,10940
ford,S-MAX,2018,Manual,8662,Diesel,145,56.5,2.0,21250
ford,Kuga,2018,Manual,21189,Diesel,145,60.1,2.0,16695
ford,Fiesta,2018,Manual,4065,Petrol,145,64.2,1.1,8800
ford,Focus,2018,Manual,12135,Diesel,145,67.3,2.0,18500
ford,Fiesta,2018,Manual,6636,Petrol,145,65.7,1.0,10500
ford,Focus,2017,Manual,34980,Petrol,200,41.5,2.0,15750
ford,Fiesta,2017,Manual,5551,Petrol,20,62.8,1.0,11450
ford,Fiesta,2017,Manual,17542,Petrol,20,62.8,1.0,10400
ford,Fiesta,2017,Manual,25219,Petrol,145,54.3,1.2,8000
ford,Fiesta,2017,Manual,13931,Petrol,145,65.7,1.0,11300
ford,Focus,2018,Manual,13673,Petrol,145,61.4,1.0,11300
ford,Kuga,2016,Manual,22775,Diesel,145,54.3,2.0,14500
ford,Kuga,2019,Manual,11902,Petrol,145,34.4,1.5,17500
ford,Kuga,2019,Manual,10800,Diesel,145,54.3,1.5,18750
ford,Mustang,2018,Semi-Auto,6234,Petrol,145,28.8,2.3,28750
ford,Focus,2019,Manual,7725,Petrol,145,34.5,2.3,27995
ford,Fiesta,2016,Manual,24987,Petrol,125,54.3,1.2,7500
ford,EcoSport,2018,Manual,16092,Petrol,145,54.3,1.0,14000
ford,EcoSport,2018,Manual,15541,Petrol,145,54.3,1.0,15500
ford,Focus,2013,Manual,20600,Petrol,145,47.9,1.6,6800
ford,Fiesta,2019,Manual,13246,Petrol,145,58.9,1.0,13000
ford,Fiesta,2015,Manual,4927,Petrol,0,65.7,1.0,10500
ford,Fiesta,2017,Manual,15517,Petrol,145,65.7,1.0,10400
ford,Kuga,2017,Manual,12129,Diesel,145,60.1,2.0,15450
ford,Fiesta,2018,Manual,12882,Petrol,145,65.7,1.0,11200
ford,Kuga,2017,Manual,19596,Diesel,145,60.1,2.0,14250
ford,Fiesta,2017,Manual,15206,Petrol,145,65.7,1.0,10495
ford,Kuga,2017,Manual,12138,Diesel,145,60.1,2.0,15500
ford,Focus,2018,Manual,16960,Petrol,145,57.7,1.0,13600
ford,Focus,2018,Manual,16495,Diesel,145,80.7,1.5,15000
ford,Focus,2019,Manual,11958,Diesel,145,80.7,1.5,16500
ford,Kuga,2018,Automatic,14875,Diesel,145,42.2,2.0,24250
ford,Focus,2018,Automatic,11321,Diesel,145,67.3,1.5,17750
ford,Focus,2019,Manual,3132,Diesel,145,80.7,1.5,16000
ford,Kuga,2019,Manual,8114,Diesel,145,36.7,2.0,19350
ford,S-MAX,2018,Manual,19896,Diesel,145,56.5,2.0,19750
ford,Kuga,2019,Manual,10631,Petrol,145,34.4,1.5,17400
ford,Focus,2015,Manual,39580,Diesel,0,74.3,1.5,8500
ford,Focus,2015,Manual,44429,Diesel,0,74.3,1.5,8000
ford,Focus,2016,Manual,28648,Diesel,0,74.3,1.5,9698
ford,Fiesta,2015,Manual,27758,Petrol,125,54.3,1.2,7498
ford,Focus,2018,Manual,18661,Petrol,145,57.7,1.0,12998
ford,Focus,2018,Manual,11287,Petrol,145,57.7,1.0,13998
ford,S-MAX,2016,Manual,40106,Diesel,125,56.5,2.0,15298
ford,Focus,2016,Manual,23599,Petrol,200,41.5,2.0,16498
ford,Fiesta,2017,Manual,17227,Petrol,145,65.7,1.0,9998
ford,Focus,2015,Manual,49105,Diesel,0,74.3,1.5,8998
ford,Grand C-MAX,2013,Manual,36101,Diesel,125,60.1,1.6,7698
ford,Kuga,2016,Manual,22441,Diesel,125,60.1,2.0,13295
ford,EcoSport,2015,Manual,32020,Petrol,125,53.3,1.0,8298
ford,Fiesta,2016,Manual,24631,Petrol,0,65.7,1.0,9798
ford,Fiesta,2016,Manual,26039,Petrol,0,65.7,1.0,8298
ford,Fiesta,2016,Manual,28333,Petrol,0,65.7,1.0,8698
ford,Focus,2018,Manual,12234,Petrol,145,41.5,2.0,19998
ford,Focus,2018,Manual,22015,Petrol,145,57.7,1.0,12898
ford,Edge,2016,Manual,29808,Diesel,160,48.7,2.0,17800
ford,Kuga,2019,Manual,16120,Diesel,145,38.2,2.0,17150
ford,Fiesta,2018,Semi-Auto,27301,Petrol,145,54.3,1.0,11200
ford,Focus,2016,Manual,58774,Diesel,0,74.3,1.5,8000
ford,Fiesta,2019,Manual,4220,Petrol,150,48.7,1.1,11798
ford,Focus,2017,Manual,18632,Diesel,145,74.3,1.5,12798
ford,Fiesta,2019,Manual,18659,Petrol,145,56.5,1.0,11998
ford,Kuga,2016,Manual,20334,Diesel,145,54.3,2.0,15998
ford,EcoSport,2019,Manual,2594,Petrol,145,53.3,1.0,15498
ford,Focus,2017,Manual,32701,Diesel,145,74.3,1.5,10698
ford,Kuga,2017,Manual,40758,Diesel,125,60.1,2.0,12998
ford,Fiesta,2013,Manual,33614,Diesel,0,76.4,1.5,5998
ford,Fiesta,2017,Manual,22444,Petrol,145,54.3,1.2,7298
ford,Kuga,2017,Manual,38022,Diesel,145,54.3,2.0,16798
ford,Fiesta,2019,Manual,10616,Petrol,145,58.9,1.0,13998
ford,Focus,2019,Manual,13235,Petrol,145,58.9,1.0,14498
ford,Focus,2019,Automatic,12560,Petrol,145,41.5,1.0,16598
ford,Fiesta,2017,Manual,16782,Petrol,125,54.3,1.2,7820
ford,Focus,2017,Manual,16447,Diesel,145,67.3,2.0,16730
ford,Fiesta,2013,Semi-Auto,26964,Petrol,145,47.9,1.6,7830
ford,Tourneo Custom,2018,Manual,36199,Diesel,145,44.8,2.0,19776
ford,Kuga,2016,Semi-Auto,33400,Diesel,145,52.3,2.0,13480
ford,Fiesta,2016,Manual,18316,Petrol,125,54.3,1.2,8600
ford,Fiesta,2016,Manual,8854,Petrol,125,54.3,1.2,9700
ford,Fiesta,2016,Manual,37942,Diesel,0,78.5,1.5,8691
ford,Focus,2019,Automatic,2997,Diesel,145,64.2,2.0,19298
ford,Focus,2019,Manual,18875,Petrol,145,60.1,1.0,16998
ford,Focus,2018,Manual,9758,Petrol,145,41.5,2.0,19500
ford,Fiesta,2017,Manual,14350,Petrol,145,64.2,1.1,9300
ford,Focus,2017,Manual,10080,Petrol,145,41.5,2.0,18750
ford,Fiesta,2017,Manual,12946,Petrol,145,64.2,1.1,9600
ford,Fiesta,2017,Manual,15800,Petrol,145,54.3,1.2,7800
ford,Fiesta,2017,Manual,32344,Petrol,125,54.3,1.2,7750
ford,Kuga,2017,Semi-Auto,20878,Diesel,145,54.3,2.0,16750
ford,Focus,2018,Manual,12547,Petrol,145,61.4,1.0,12000
ford,Focus,2017,Manual,22241,Petrol,145,60.1,1.0,11500
ford,Fiesta,2016,Manual,15728,Petrol,0,65.7,1.0,10498
ford,Focus,2019,Manual,12526,Petrol,145,60.1,1.0,16998
ford,Focus,2017,Manual,30589,Diesel,145,74.3,1.5,10498
ford,Tourneo Connect,2017,Manual,5094,Diesel,145,64.2,1.5,12998
ford,EcoSport,2016,Manual,25232,Diesel,30,64.2,1.5,8798
ford,EcoSport,2016,Semi-Auto,11321,Petrol,160,44.8,1.5,10998
ford,B-MAX,2013,Manual,50919,Petrol,145,47.1,1.4,5298
ford,Edge,2016,Semi-Auto,15727,Diesel,160,48.7,2.0,18995
ford,Focus,2015,Manual,23583,Petrol,20,60.1,1.0,9495
ford,Kuga,2015,Manual,49449,Diesel,125,60.1,2.0,9895
ford,Edge,2018,Semi-Auto,26602,Diesel,145,48.7,2.0,20795
ford,Kuga,2014,Manual,56989,Diesel,145,53.3,2.0,8795
ford,Focus,2017,Semi-Auto,22354,Diesel,30,64.2,2.0,12495
ford,S-MAX,2016,Manual,32223,Diesel,125,56.5,2.0,14995
ford,Fiesta,2016,Manual,6146,Petrol,125,54.3,1.2,8998
ford,Mondeo,2015,Manual,50758,Diesel,30,64.2,2.0,8600
ford,Fiesta,2018,Manual,8829,Petrol,145,55.4,1.1,9780
ford,EcoSport,2017,Manual,25152,Petrol,150,52.3,1.0,8995
ford,Fiesta,2019,Manual,12420,Petrol,150,65.7,1.0,12995
ford,Fiesta,2019,Manual,12239,Petrol,150,65.7,1.0,12995
ford,Fiesta,2019,Manual,11808,Petrol,150,60.1,1.0,12995
ford,Ka+,2018,Manual,14459,Petrol,150,47.9,1.2,7995
ford,Kuga,2017,Manual,16500,Diesel,145,64.2,1.5,16698
ford,Fiesta,2014,Manual,32303,Petrol,30,54.3,1.2,6498
ford,Ka+,2017,Manual,17517,Petrol,145,57.7,1.2,7298
ford,Fiesta,2016,Manual,16389,Petrol,0,65.7,1.0,10498
ford,Focus,2015,Manual,58500,Diesel,0,74.3,1.5,8395
ford,Fiesta,2017,Manual,25243,Petrol,145,65.7,1.0,10000
ford,Ka+,2017,Manual,9778,Petrol,145,57.7,1.2,7311
ford,EcoSport,2018,Manual,13955,Petrol,145,53.3,1.0,12000
ford,Focus,2018,Manual,9129,Petrol,145,60.1,1.0,15395
ford,Focus,2016,Manual,10008,Petrol,235,36.7,2.3,25000
ford,Focus,2016,Manual,37605,Diesel,20,67.3,2.0,13000
ford,Grand Tourneo Connect,2016,Automatic,29000,Diesel,125,56.6,1.5,13000
ford,Focus,2019,Manual,23178,Petrol,145,60.1,1.0,16998
ford,Fiesta,2014,Manual,30773,Petrol,30,54.3,1.2,7298
ford,Focus,2017,Manual,18291,Diesel,0,74.3,1.5,10998
ford,Fiesta,2017,Manual,42044,Petrol,145,64.2,1.1,7998
ford,Fiesta,2019,Manual,15997,Petrol,145,58.9,1.0,12498
ford,Fiesta,2013,Manual,37868,Petrol,30,54.3,1.2,5198
ford,Focus,2019,Manual,14907,Petrol,145,60.1,1.0,16998
ford,Fiesta,2018,Manual,2280,Petrol,145,58.9,1.0,10888
ford,Fiesta,2014,Manual,29101,Petrol,0,65.7,1.0,6990
ford,Focus,2016,Manual,27708,Petrol,20,60.1,1.0,9690
ford,Focus,2019,Manual,17325,Petrol,150,60.1,1.0,15495
ford,Galaxy,2017,Manual,20488,Diesel,125,56.5,2.0,19995
ford,Focus,2016,Manual,15002,Petrol,125,51.4,1.5,11999
ford,Kuga,2017,Manual,27711,Diesel,145,64.2,1.5,14000
ford,Kuga,2017,Manual,20800,Diesel,145,64.2,1.5,12398
ford,Ka+,2019,Manual,6,Petrol,145,43.5,1.2,10950
ford,Fiesta,2017,Manual,26858,Petrol,145,54.3,1.2,7365
ford,Fiesta,2017,Manual,17226,Petrol,145,54.3,1.2,8374
ford,EcoSport,2017,Manual,20000,Petrol,145,52.3,1.0,9815
ford,Fiesta,2015,Manual,16023,Petrol,125,54.3,1.2,7678
ford,Fiesta,2018,Manual,17200,Petrol,145,64.2,1.1,9090
ford,Focus,2017,Manual,50875,Diesel,0,74.3,1.5,9498
ford,Focus,2013,Manual,60326,Diesel,20,67.3,1.6,5390
ford,Fiesta,2017,Manual,22648,Diesel,0,78.5,1.5,10870
ford,Kuga,2017,Automatic,13128,Diesel,145,54.3,2.0,19990
ford,Focus,2015,Manual,63117,Diesel,0,74.3,1.5,8160
ford,Grand Tourneo Connect,2019,Manual,11500,Diesel,150,46.3,1.5,14998
ford,Kuga,2019,Manual,20605,Diesel,145,54.3,1.5,14995
ford,Kuga,2016,Manual,29963,Diesel,145,54.3,2.0,12750
ford,Kuga,2019,Manual,10491,Diesel,145,38.2,2.0,17995
ford,Fiesta,2018,Manual,30800,Petrol,145,64.2,1.1,7999
ford,Fiesta,2014,Manual,54770,Petrol,30,54.3,1.2,5622
ford,S-MAX,2019,Manual,13490,Diesel,145,56.5,2.0,21673
ford,Kuga,2019,Manual,16691,Petrol,145,35.3,1.5,17800
ford,Kuga,2019,Manual,10768,Diesel,145,38.2,2.0,17865
ford,Fiesta,2019,Manual,12128,Petrol,145,58.9,1.0,12900
ford,Focus,2017,Manual,12094,Petrol,145,61.4,1.0,10882
ford,Focus,2018,Manual,15462,Petrol,145,57.7,1.0,13000
ford,Kuga,2017,Manual,8816,Diesel,145,64.2,1.5,12500
ford,Fiesta,2016,Manual,7917,Petrol,0,65.7,1.0,10175
ford,Kuga,2017,Manual,16551,Diesel,145,64.2,1.5,14687
ford,Fiesta,2017,Manual,14448,Petrol,145,54.3,1.2,8400
ford,B-MAX,2014,Manual,41628,Petrol,30,57.7,1.0,6940
ford,KA,2015,Manual,15155,Petrol,30,57.7,1.2,4810
ford,Fiesta,2016,Manual,33056,Petrol,125,54.3,1.2,7580
ford,Focus,2016,Manual,9971,Petrol,20,61.4,1.0,9157
ford,Fiesta,2019,Manual,6928,Petrol,145,55.4,1.1,10995
ford,Fiesta,2019,Manual,8,Petrol,145,55.4,1.1,12995
ford,Fiesta,2019,Manual,7,Petrol,145,55.4,1.1,12995
ford,Focus,2019,Manual,4430,Petrol,145,34.5,2.3,29495
ford,Kuga,2016,Semi-Auto,37877,Diesel,145,52.3,2.0,12495
ford,Fiesta,2018,Manual,20884,Petrol,145,65.7,1.0,8975
ford,Kuga,2018,Semi-Auto,6988,Diesel,145,58.9,1.5,16495
ford,Fiesta,2019,Manual,13733,Petrol,145,58.9,1.0,11298
ford,Fiesta,2019,Manual,16114,Petrol,145,55.4,1.1,10398
ford,Fiesta,2019,Manual,13546,Petrol,145,58.9,1.0,11298
ford,Fiesta,2015,Manual,45112,Diesel,0,88.3,1.5,6998
ford,Focus,2017,Semi-Auto,23361,Petrol,145,51.4,1.0,11498
ford,Kuga,2014,Automatic,57797,Petrol,260,36.7,1.6,10698
ford,Focus,2017,Manual,27307,Petrol,20,60.1,1.0,11498
ford,Grand Tourneo Connect,2018,Manual,25546,Diesel,145,61.4,1.5,12298
ford,Focus,2017,Manual,27542,Diesel,145,67.3,2.0,16698
ford,Kuga,2017,Manual,14122,Diesel,125,60.1,2.0,16698
ford,Focus,2019,Manual,2494,Petrol,145,49.6,1.5,18998
ford,Fiesta,2019,Manual,10348,Petrol,145,58.9,1.0,13598
ford,Focus,2019,Manual,9,Diesel,145,74.3,1.5,22498
ford,Kuga,2019,Manual,18406,Diesel,145,64.2,1.5,14995
ford,S-MAX,2015,Manual,49531,Diesel,145,49.6,2.0,13995
ford,Fiesta,2018,Manual,24788,Petrol,145,65.7,1.0,9750
ford,EcoSport,2018,Manual,5338,Petrol,145,54.3,1.0,13750
ford,Kuga,2019,Manual,9902,Diesel,145,47.9,2.0,18495
ford,EcoSport,2019,Manual,15341,Diesel,145,68.9,1.5,14995
ford,Fiesta,2019,Manual,13723,Petrol,145,58.9,1.0,13498
ford,Focus,2017,Manual,23764,Petrol,145,61.4,1.0,9698
ford,Fiesta,2019,Manual,5234,Petrol,145,40.3,1.5,19698
ford,Focus,2018,Manual,13847,Petrol,145,58.9,1.0,25998
ford,Fiesta,2017,Manual,58535,Diesel,0,78.5,1.5,7995
ford,Focus,2014,Manual,61889,Petrol,20,60.1,1.0,5998
ford,Focus,2017,Manual,12096,Petrol,145,41.5,2.0,18498
ford,Focus,2016,Manual,42060,Petrol,200,41.5,2.0,15698
ford,Focus,2019,Manual,8276,Petrol,150,60.1,1.0,15990
ford,Galaxy,2017,Manual,25745,Diesel,125,56.5,2.0,17495
ford,Focus,2017,Manual,53457,Diesel,150,74.3,1.5,10250
ford,Kuga,2018,Manual,37127,Diesel,145,64.2,1.5,14495
ford,Fiesta,2017,Manual,22619,Petrol,145,65.7,1.0,9295
ford,Kuga,2015,Manual,29200,Diesel,145,54.3,2.0,11495
ford,KA,2014,Manual,50452,Petrol,30,57.7,1.2,3495
ford,C-MAX,2017,Manual,52138,Diesel,150,68.9,1.5,9295
ford,EcoSport,2019,Manual,11468,Petrol,150,53.3,1.0,13995
ford,Fiesta,2015,Manual,63305,Petrol,125,54.3,1.2,5995
ford,Focus,2017,Manual,19097,Diesel,20,67.3,2.0,16998
ford,Kuga,2017,Manual,37889,Diesel,30,64.2,1.5,12498
ford,C-MAX,2016,Manual,13800,Petrol,30,55.4,1.0,11698
ford,Kuga,2018,Manual,11385,Diesel,145,64.2,1.5,16998
ford,EcoSport,2018,Manual,10421,Petrol,150,52.3,1.0,11298
ford,Focus,2017,Manual,14772,Diesel,150,74.3,1.5,11798
ford,EcoSport,2017,Manual,17331,Petrol,150,53.3,1.0,10298
ford,Kuga,2017,Automatic,6829,Petrol,150,38.2,1.5,14998
ford,Fiesta,2019,Manual,5262,Petrol,150,48.7,1.1,11498
ford,Focus,2019,Automatic,6521,Petrol,150,50.4,1.0,16998
ford,Focus,2019,Manual,12563,Petrol,145,58.9,1.0,15995
ford,Fiesta,2020,Manual,1798,Petrol,145,56.5,1.0,14995
ford,S-MAX,2019,Manual,12369,Diesel,145,54.3,2.0,25995
ford,Fiesta,2018,Manual,5620,Petrol,145,65.7,1.0,11698
ford,Fiesta,2018,Manual,10356,Petrol,145,65.7,1.0,10498
ford,Kuga,2015,Manual,32884,Diesel,125,60.1,2.0,9498
ford,Focus,2018,Manual,26904,Diesel,145,67.3,2.0,18498
ford,Focus,2019,Manual,9970,Diesel,145,62.8,2.0,16498
ford,Focus,2019,Manual,36,Petrol,150,60.1,1.0,18998
ford,Fiesta,2013,Manual,69315,Petrol,30,54.3,1.2,4698
ford,Focus,2015,Manual,61904,Diesel,0,74.3,1.5,7998
ford,Fiesta,2015,Manual,36895,Diesel,0,76.4,1.5,6698
ford,Fiesta,2016,Manual,33286,Petrol,125,54.3,1.2,7698
ford,Tourneo Connect,2016,Manual,16740,Diesel,30,64.2,1.5,13990
ford,Fiesta,2017,Manual,24252,Petrol,0,65.7,1.0,9298
ford,C-MAX,2016,Manual,17231,Diesel,20,68.9,1.5,9498
ford,Focus,2016,Manual,34913,Diesel,0,74.3,1.5,9498
ford,Fiesta,2013,Manual,69990,Petrol,30,54.3,1.2,5498
ford,EcoSport,2016,Manual,33540,Petrol,125,53.3,1.0,9298
ford,Kuga,2019,Manual,7452,Diesel,145,38.2,2.0,18795
ford,EcoSport,2019,Manual,8963,Diesel,145,67.3,1.5,15495
ford,Mondeo,2019,Semi-Auto,21156,Diesel,150,45.6,2.0,14995
ford,Mondeo,2019,Semi-Auto,23954,Diesel,150,45.6,2.0,14995
ford,Mondeo,2019,Semi-Auto,33542,Diesel,150,45.6,2.0,14795
ford,Fiesta,2019,Manual,11086,Diesel,150,55.4,1.5,12595
ford,Ka+,2016,Manual,6777,Petrol,30,57.7,1.2,7195
ford,Kuga,2018,Semi-Auto,20308,Diesel,145,58.9,1.5,17295
ford,Kuga,2015,Semi-Auto,43211,Diesel,145,52.3,2.0,11295
ford,Fiesta,2018,Manual,16504,Petrol,145,40.3,1.5,14995
ford,Focus,2017,Manual,26929,Diesel,20,67.3,2.0,15995
ford,Kuga,2014,Automatic,51007,Petrol,260,36.7,1.6,9498
ford,EcoSport,2015,Manual,40975,Diesel,30,61.4,1.5,7498
ford,Focus,2019,Manual,10812,Diesel,150,80.7,1.5,14698
ford,Focus,2019,Automatic,16919,Petrol,150,51.4,1.0,16998
ford,Kuga,2019,Manual,7184,Diesel,150,45.6,1.5,19498
ford,Focus,2015,Manual,10172,Petrol,20,60.1,1.0,8998
ford,Fiesta,2014,Manual,55259,Petrol,30,54.3,1.2,5495
ford,Focus,2015,Semi-Auto,30000,Petrol,165,44.8,1.6,7795
ford,Fiesta,2018,Manual,14368,Petrol,145,64.2,1.1,9995
ford,EcoSport,2017,Manual,44430,Petrol,160,44.8,1.5,7500
ford,Kuga,2019,Manual,100,Diesel,145,38.2,2.0,17990
ford,C-MAX,2018,Manual,15803,Diesel,145,68.9,1.5,11000
ford,EcoSport,2019,Manual,5901,Petrol,145,53.3,1.0,15000
ford,EcoSport,2020,Manual,384,Petrol,145,53.3,1.0,16795
ford,Fiesta,2019,Manual,28798,Petrol,145,56.5,1.0,10995
ford,Edge,2017,Semi-Auto,23620,Diesel,160,48.7,2.0,19995
ford,Fiesta,2017,Manual,15649,Petrol,125,54.3,1.2,7295
ford,Grand C-MAX,2015,Semi-Auto,31221,Diesel,165,48.7,2.0,10495
ford,Fiesta,2014,Manual,72121,Petrol,30,54.3,1.2,4295
ford,Fiesta,2018,Manual,20824,Petrol,150,65.7,1.0,11350
ford,Kuga,2019,Manual,9033,Diesel,150,54.3,1.5,18300
ford,Focus,2019,Manual,3380,Petrol,150,58.9,1.0,15500
ford,Fiesta,2013,Manual,25600,Petrol,30,54.3,1.2,6500
ford,EcoSport,2019,Manual,11334,Petrol,145,53.3,1.0,14000
ford,Kuga,2019,Manual,1050,Diesel,145,38.2,2.0,17990
ford,Kuga,2014,Manual,72000,Diesel,145,53.3,2.0,8500
ford,S-MAX,2019,Manual,16461,Diesel,145,56.5,2.0,21000
ford,Fiesta,2018,Manual,17247,Petrol,145,65.7,1.0,10700
